dataset_path,sample_id,label,source_group,split
dataset/fly_ball/Zhengxuan_Liu/F_017,F_017,fly_ball,https://www.mlb.com/video/condensed-game-lad-cws-6-14-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,test
dataset/fly_ball/Zhengxuan_Liu/F_018,F_018,fly_ball,https://www.mlb.com/video/condensed-game-lad-cws-6-14-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,test
dataset/fly_ball/Zhengxuan_Liu/F_019,F_019,fly_ball,https://www.mlb.com/video/condensed-game-lad-cws-6-14-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,test
dataset/fly_ball/Zhengxuan_Liu/F_020,F_020,fly_ball,https://www.mlb.com/video/condensed-game-lad-cws-6-14-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,test
dataset/fly_ball/Zhengxuan_Liu/F_022,F_022,fly_ball,https://www.mlb.com/video/condensed-game-lad-cws-6-14-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,test
dataset/fly_ball/Zhengxuan_Liu/F_023,F_023,fly_ball,https://www.mlb.com/video/condensed-game-lad-cws-6-14-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,test
dataset/fly_ball/Zhengxuan_Liu/F_026,F_026,fly_ball,https://www.mlb.com/video/condensed-game-lad-cws-6-13-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,train
dataset/fly_ball/Zhengxuan_Liu/F_027,F_027,fly_ball,https://www.mlb.com/video/condensed-game-lad-cws-6-13-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,train
dataset/fly_ball/Zhengxuan_Liu/F_028,F_028,fly_ball,https://www.mlb.com/video/condensed-game-lad-cws-6-13-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,train
dataset/fly_ball/Zhengxuan_Liu/F_029,F_029,fly_ball,https://www.mlb.com/video/condensed-game-lad-cws-6-13-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,train
dataset/fly_ball/Zhengxuan_Liu/F_030,F_030,fly_ball,https://www.mlb.com/video/condensed-game-lad-cws-6-13-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,train
dataset/fly_ball/Zhengxuan_Liu/F_031,F_031,fly_ball,https://www.mlb.com/video/condensed-game-lad-cws-6-13-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,train
dataset/fly_ball/Zhengxuan_Liu/F_033,F_033,fly_ball,https://www.mlb.com/video/condensed-game-lad-cws-6-13-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,train
dataset/ground_ball/Codex_Workstation/G_0001,G_0001,ground_ball,MLB_824419_elias-diaz-grounds-out-second-baseman-daniel-schneemann-to-first-base,train
dataset/ground_ball/Codex_Workstation/G_0002,G_0002,ground_ball,MLB_823530_paul-blackburn-in-play-out-s-to-zach-mckinstry,train
dataset/ground_ball/Codex_Workstation/G_0003,G_0003,ground_ball,MLB_824335_javier-sanoja-grounds-out-third-baseman-kyle-karros-to-first-baseman-,train
dataset/ground_ball/Codex_Workstation/G_0005,G_0005,ground_ball,MLB_824982_jack-perkins-in-play-out-s-to-otto-lopez,test
dataset/ground_ball/Codex_Workstation/G_0006,G_0006,ground_ball,MLB_825062_gabriel-moreno-singles-on-a-ground-ball-to-right-fielder-sal-frelick-,train
dataset/ground_ball/Codex_Workstation/G_0008,G_0008,ground_ball,MLB_824334_kyle-karros-grounds-out-third-baseman-casey-schmitt-to-first-baseman-,train
dataset/ground_ball/Codex_Workstation/G_0009,G_0009,ground_ball,MLB_824983_kade-morris-in-play-out-s-to-esteury-ruiz-ao1doh,train
dataset/ground_ball/Codex_Workstation/G_0010,G_0010,ground_ball,MLB_823932_ty-france-grounds-out-to-first-baseman-freddie-freeman,train
dataset/ground_ball/Codex_Workstation/G_0012,G_0012,ground_ball,MLB_823035_jordan-walker-grounds-out-third-baseman-joey-ortiz-to-first-baseman-a,train
dataset/ground_ball/Codex_Workstation/G_0013,G_0013,ground_ball,MLB_823607_seth-lugo-in-play-run-s-to-a-j-ewing,train
dataset/ground_ball/Codex_Workstation/G_0014,G_0014,ground_ball,MLB_823684_connor-prielipp-in-play-out-s-to-gabriel-arias,train
dataset/ground_ball/Codex_Workstation/G_0016,G_0016,ground_ball,MLB_822967_cade-cavalli-in-play-out-s-to-richie-palacios,val
dataset/ground_ball/Codex_Workstation/G_0017,G_0017,ground_ball,MLB_825068_ryan-kreidler-grounds-out-third-baseman-nolan-arenado-to-first-basema,train
dataset/ground_ball/Codex_Workstation/G_0019,G_0019,ground_ball,MLB_824908_bryce-elder-in-play-out-s-to-william-contreras-ubttfb,test
dataset/ground_ball/Codex_Workstation/G_0020,G_0020,ground_ball,MLB_822800_hunter-brown-in-play-no-out-to-vladimir-guerrero-jr,train
dataset/ground_ball/Codex_Workstation/G_0021,G_0021,ground_ball,MLB_823040_andre-pallante-in-play-out-s-to-lourdes-gurriel-jr-1tzdvc,train
dataset/ground_ball/Codex_Workstation/G_0022,G_0022,ground_ball,MLB_822718_nasim-nunez-singles-on-a-ground-ball-to-left-fielder-brandon-marsh-an,train
dataset/ground_ball/Codex_Workstation/G_0023,G_0023,ground_ball,MLB_824501_caleb-ferguson-in-play-run-s-to-jake-bauers,val
dataset/ground_ball/Codex_Workstation/G_0025,G_0025,ground_ball,MLB_823611_sean-manaea-in-play-run-s-to-pedro-ramirez,train
dataset/ground_ball/Codex_Workstation/G_0026,G_0026,ground_ball,MLB_824341_ranger-suarez-in-play-run-s-to-jake-mccarthy-nn8phj-x3703,train
dataset/ground_ball/Codex_Workstation/G_0027,G_0027,ground_ball,MLB_824018_keegan-akin-in-play-run-s-to-logan-o-hoppe,test
dataset/ground_ball/Codex_Workstation/G_0028,G_0028,ground_ball,MLB_824018_keegan-akin-in-play-run-s-to-nolan-schanuel,train
dataset/ground_ball/Codex_Workstation/G_0029,G_0029,ground_ball,MLB_824018_jose-fermin-in-play-out-s-to-jeremiah-jackson,val
dataset/ground_ball/Codex_Workstation/G_0030,G_0030,ground_ball,MLB_824018_chase-silseth-in-play-out-s-to-gunnar-henderson,val
dataset/ground_ball/Codex_Workstation/G_0031,G_0031,ground_ball,MLB_823367_braxton-ashcraft-in-play-run-s-to-julio-rodriguez,test
dataset/ground_ball/Codex_Workstation/G_0032,G_0032,ground_ball,MLB_823367_braxton-ashcraft-in-play-out-s-to-randy-arozarena,val
dataset/ground_ball/Codex_Workstation/G_0034,G_0034,ground_ball,MLB_822962_nick-martinez-in-play-out-s-to-lourdes-gurriel-jr-mfflzs,train
dataset/ground_ball/Codex_Workstation/G_0035,G_0035,ground_ball,MLB_823773_carson-kelly-grounds-out-softly-third-baseman-david-hamilton-to-first,train
dataset/ground_ball/Codex_Workstation/G_0036,G_0036,ground_ball,MLB_824014_walbert-urena-in-play-run-s-to-alika-williams,train
dataset/ground_ball/Codex_Workstation/G_0039,G_0039,ground_ball,MLB_824094_jose-cuas-in-play-out-s-to-chandler-simpson,val
dataset/ground_ball/Codex_Workstation/G_0040,G_0040,ground_ball,MLB_822974_will-vest-in-play-run-s-to-nick-fortes,test
dataset/ground_ball/Codex_Workstation/G_0041,G_0041,ground_ball,MLB_822727_andrew-alvarez-in-play-out-s-to-joe-mack-jmw0x6,val
dataset/ground_ball/Codex_Workstation/G_0042,G_0042,ground_ball,MLB_823130_george-kirby-in-play-no-out-to-jared-young,train
dataset/ground_ball/Codex_Workstation/G_0044,G_0044,ground_ball,MLB_824919_chris-sale-in-play-no-out-to-ernie-clement,test
dataset/ground_ball/Codex_Workstation/G_0047,G_0047,ground_ball,MLB_823860_ryan-vilade-singles-on-a-ground-ball-to-right-fielder-owen-caissie-ri,val
dataset/ground_ball/Codex_Workstation/G_0048,G_0048,ground_ball,MLB_824350_garrett-mitchell-singles-on-a-ground-ball-to-left-fielder-troy-johnst,val
dataset/ground_ball/Codex_Workstation/G_0051,G_0051,ground_ball,MLB_825074_gabriel-moreno-grounds-out-third-baseman-curtis-mead-to-first-baseman,val
dataset/ground_ball/Codex_Workstation/G_0052,G_0052,ground_ball,MLB_823941_jose-soriano-in-play-run-s-to-kyle-tucker,val
dataset/ground_ball/Codex_Workstation/G_0053,G_0053,ground_ball,MLB_824429_gerrit-cole-in-play-run-s-to-angel-martinez,train
dataset/ground_ball/Codex_Workstation/G_0054,G_0054,ground_ball,MLB_822805_louis-varland-in-play-out-s-to-j-t-realmuto,train
dataset/ground_ball/Codex_Workstation/G_0056,G_0056,ground_ball,MLB_822970_yandy-diaz-singles-on-a-ground-ball-to-left-fielder-jarren-duran-nick,train
dataset/ground_ball/Codex_Workstation/G_0057,G_0057,ground_ball,MLB_823215_robbie-ray-in-play-out-s-to-nasim-nunez-yhwzs3,train
dataset/ground_ball/Codex_Workstation/G_0060,G_0060,ground_ball,MLB_822804_tyler-rogers-in-play-out-s-to-bryson-stott,test
dataset/ground_ball/Codex_Workstation/G_0061,G_0061,ground_ball,MLB_824590_chris-sale-throws-out-luisangel-acuna,val
dataset/ground_ball/Codex_Workstation/G_0062,G_0062,ground_ball,MLB_824348_troy-johnston-grounds-out-shortstop-dansby-swanson-to-first-baseman-m,test
dataset/ground_ball/Codex_Workstation/G_0063,G_0063,ground_ball,MLB_824287_riley-greene-s-rbi-groundout,train
dataset/ground_ball/Codex_Workstation/G_0064,G_0064,ground_ball,MLB_823389_mitch-keller-in-play-run-s-to-elly-de-la-cruz-tdkmqc,train
dataset/ground_ball/Codex_Workstation/G_0066,G_0066,ground_ball,MLB_822744_jake-irvin-in-play-run-s-to-luis-rengifo-bhyxu6,train
dataset/ground_ball/Codex_Workstation/G_0069,G_0069,ground_ball,MLB_824366_grant-holmes-in-play-run-s-to-willi-castro,val
dataset/ground_ball/Codex_Workstation/G_0070,G_0070,ground_ball,MLB_825012_joel-kuhnel-in-play-out-s-to-angel-martinez,train
dataset/ground_ball/Codex_Workstation/G_0072,G_0072,ground_ball,MLB_823388_sam-moll-in-play-run-s-to-henry-davis,train
dataset/ground_ball/Codex_Workstation/G_0073,G_0073,ground_ball,MLB_823388_rhett-lowder-in-play-out-s-to-nick-gonzales,train
dataset/ground_ball/Codex_Workstation/G_0074,G_0074,ground_ball,MLB_822746_brad-lord-in-play-run-s-to-joey-ortiz,test
dataset/ground_ball/Codex_Workstation/G_0076,G_0076,ground_ball,MLB_822746_kyle-harrison-in-play-out-s-to-james-wood-j6yujz,train
dataset/ground_ball/Codex_Workstation/G_0077,G_0077,ground_ball,MLB_824365_chase-dollander-in-play-out-s-to-ronald-acuna-jr,test
dataset/ground_ball/Codex_Workstation/G_0078,G_0078,ground_ball,MLB_823144_lucas-erceg-in-play-out-s-to-j-p-crawford-dkjdno,val
dataset/ground_ball/Codex_Workstation/G_0079,G_0079,ground_ball,MLB_822742_richard-lovelady-in-play-run-s-to-garrett-mitchell,train
dataset/ground_ball/Codex_Workstation/G_0082,G_0082,ground_ball,MLB_824043_clay-holmes-in-play-out-s-to-vaughn-grissom-wbkvjw,train
dataset/ground_ball/Codex_Workstation/G_0083,G_0083,ground_ball,MLB_824043_jack-kochanowicz-in-play-out-s-to-juan-soto,train
dataset/ground_ball/Codex_Workstation/G_0089,G_0089,ground_ball,MLB_823143_josh-naylor-grounds-out-to-first-baseman-matt-olson-mejv3r,val
dataset/ground_ball/Codex_Workstation/G_0090,G_0090,ground_ball,MLB_823228_randy-vasquez-in-play-run-s-to-rafael-devers,train
dataset/ground_ball/Codex_Workstation/G_0093,G_0093,ground_ball,MLB_823227_logan-webb-in-play-run-s-to-xander-bogaerts-d0d75s,test
dataset/ground_ball/Codex_Workstation/G_0094,G_0094,ground_ball,MLB_822985_vladimir-guerrero-jr-grounds-out-softly-pitcher-shane-mcclanahan-to-f,train
dataset/ground_ball/Codex_Workstation/G_0095,G_0095,ground_ball,MLB_824036_noah-schultz-in-play-out-s-to-travis-d-arnaud,train
dataset/ground_ball/Codex_Workstation/G_0097,G_0097,ground_ball,MLB_824683_colin-rea-in-play-run-s-to-elly-de-la-cruz,train
dataset/ground_ball/Codex_Workstation/G_0098,G_0098,ground_ball,MLB_824683_brady-singer-in-play-run-s-to-carson-kelly,train
dataset/ground_ball/Codex_Workstation/G_0101,G_0101,ground_ball,MLB_823551_tim-hill-in-play-run-s-to-ezequiel-duran,train
dataset/ground_ball/Codex_Workstation/G_0104,G_0104,ground_ball,MLB_824767_masataka-yoshida-grounds-out-second-baseman-ben-williamson-to-first-b,train
dataset/ground_ball/Codex_Workstation/G_0105,G_0105,ground_ball,MLB_824767_marcelo-mayer-grounds-out-second-baseman-ben-williamson-to-first-base,train
dataset/ground_ball/Codex_Workstation/G_0107,G_0107,ground_ball,MLB_824116_kris-bubic-in-play-run-s-to-spencer-torkelson,val
dataset/ground_ball/Codex_Workstation/G_0108,G_0108,ground_ball,MLB_822904_carson-kelly-grounds-into-a-force-out-second-baseman-ezequiel-duran-t,val
dataset/ground_ball/Codex_Workstation/G_0109,G_0109,ground_ball,MLB_823303_yuki-matsui-in-play-out-s-to-masyn-winn-afadze,val
dataset/ground_ball/Codex_Workstation/G_0110,G_0110,ground_ball,MLB_822820_adam-frazier-in-play-run-s-to-tyler-heineman,train
dataset/ground_ball/Codex_Workstation/G_0111,G_0111,ground_ball,MLB_824523_pierce-johnson-in-play-out-s-to-cam-smith,val
dataset/ground_ball/Codex_Workstation/G_0113,G_0113,ground_ball,MLB_825089_austin-warren-in-play-out-s-to-lourdes-gurriel-jr,train
dataset/ground_ball/Codex_Workstation/G_0114,G_0114,ground_ball,MLB_823224_ryan-o-hearn-grounds-into-a-double-play-shortstop-willy-adames-to-fir,train
dataset/ground_ball/Codex_Workstation/G_0115,G_0115,ground_ball,MLB_823868_brady-house-s-rbi-groundout,train
dataset/ground_ball/Codex_Workstation/G_0117,G_0117,ground_ball,MLB_824440_luis-garcia-in-play-run-s-to-chase-delauter,train
dataset/ground_ball/Codex_Workstation/G_0119,G_0119,ground_ball,MLB_824605_brendan-donovan-grounds-out-to-first-baseman-munetaka-murakami,train
dataset/ground_ball/Codex_Workstation/G_0120,G_0120,ground_ball,MLB_824441_peyton-pallette-in-play-out-s-to-jorge-soler,test
dataset/ground_ball/Codex_Workstation/G_0121,G_0121,ground_ball,MLB_822901_michael-soroka-in-play-out-s-to-joc-pederson,val
dataset/ground_ball/Codex_Workstation/G_0122,G_0122,ground_ball,MLB_823953_wyatt-mills-in-play-run-s-to-jesus-rodriguez,test
dataset/ground_ball/Codex_Workstation/G_0125,G_0125,ground_ball,MLB_824442_walbert-urena-in-play-out-s-to-patrick-bailey-rghvxd,test
dataset/ground_ball/Codex_Workstation/G_0126,G_0126,ground_ball,MLB_824843_aaron-judge-singles-on-a-ground-ball-to-third-baseman-coby-mayo-defle,train
dataset/ground_ball/Codex_Workstation/G_0127,G_0127,ground_ball,MLB_823385_gregory-soto-in-play-out-s-to-tj-rumfield,test
dataset/ground_ball/Codex_Workstation/G_0128,G_0128,ground_ball,MLB_823632_enmanuel-de-jesus-in-play-run-s-to-juan-soto,val
dataset/ground_ball/Codex_Workstation/G_0129,G_0129,ground_ball,MLB_824604_matt-strahm-in-play-out-s-to-randal-grichuk-eukxx9,val
dataset/ground_ball/Codex_Workstation/G_0130,G_0130,ground_ball,MLB_824604_bobby-witt-jr-grounds-out-third-baseman-miguel-vargas-to-first-basema,train
dataset/ground_ball/Codex_Workstation/G_0132,G_0132,ground_ball,MLB_824841_ryan-yarbrough-in-play-no-out-to-leody-taveras,test
dataset/ground_ball/Codex_Workstation/G_0133,G_0133,ground_ball,MLB_824438_reid-detmers-in-play-run-s-to-david-fry,train
dataset/ground_ball/Codex_Workstation/G_0134,G_0134,ground_ball,MLB_824519_tejay-antone-in-play-run-s-to-luis-garcia-jr,train
dataset/ground_ball/Codex_Workstation/G_0135,G_0135,ground_ball,MLB_823386_jose-quintana-in-play-no-out-to-henry-davis-dshfyf,train
dataset/ground_ball/Codex_Workstation/G_0136,G_0136,ground_ball,MLB_823631_framber-valdez-in-play-out-s-to-bo-bichette-idyz3p,val
dataset/ground_ball/Codex_Workstation/G_0137,G_0137,ground_ball,MLB_824603_chase-meidroth-grounds-into-a-force-out-shortstop-bobby-witt-jr-to-se,train
dataset/ground_ball/Codex_Workstation/G_0139,G_0139,ground_ball,MLB_823791_michael-king-in-play-run-s-to-brice-turang-8uvl8g,train
dataset/ground_ball/Codex_Workstation/G_0140,G_0140,ground_ball,MLB_823383_oneil-cruz-grounds-out-shortstop-ezequiel-tovar-to-first-baseman-tj-r,test
dataset/ground_ball/Codex_Workstation/G_0141,G_0141,ground_ball,MLB_823709_calvin-faucher-in-play-run-s-to-victor-caratini,train
dataset/ground_ball/Codex_Workstation/G_0143,G_0143,ground_ball,MLB_824926_chris-sale-in-play-run-s-to-matt-shaw,train
dataset/ground_ball/Codex_Workstation/G_0144,G_0144,ground_ball,MLB_824602_tyler-davis-in-play-run-s-to-maikel-garcia,val
dataset/ground_ball/Codex_Workstation/G_0145,G_0145,ground_ball,MLB_823950_rafael-devers-out-at-second-base-stands,test
dataset/ground_ball/Codex_Workstation/G_0146,G_0146,ground_ball,MLB_823384_orion-kerkering-in-play-run-s-to-konnor-griffin,val
dataset/ground_ball/Codex_Workstation/G_0147,G_0147,ground_ball,MLB_822739_shane-baz-in-play-out-s-to-curtis-mead,train
dataset/ground_ball/Codex_Workstation/G_0148,G_0148,ground_ball,MLB_824439_tejay-antone-in-play-run-s-to-angel-martinez,test
dataset/ground_ball/Codex_Workstation/G_0149,G_0149,ground_ball,MLB_823629_david-bednar-in-play-run-s-to-brett-baty,train
dataset/ground_ball/Codex_Workstation/G_0150,G_0150,ground_ball,MLB_823629_craig-kimbrel-in-play-out-s-to-aaron-judge,train
dataset/ground_ball/Codex_Workstation/G_0151,G_0151,ground_ball,MLB_823629_cam-schlittler-in-play-out-s-to-mark-vientos,train
dataset/ground_ball/Codex_Workstation/G_0152,G_0152,ground_ball,MLB_823629_cam-schlittler-in-play-out-s-to-mark-vientos-awnk9p,test
dataset/ground_ball/Codex_Workstation/G_0153,G_0153,ground_ball,MLB_824601_edward-cabrera-in-play-run-s-to-tristan-peters,test
dataset/ground_ball/Codex_Workstation/G_0154,G_0154,ground_ball,MLB_823061_dustin-may-in-play-run-s-to-isaac-collins-xdvpjt,val
dataset/ground_ball/Codex_Workstation/G_0159,G_0159,ground_ball,MLB_823139_jeremiah-estrada-in-play-out-s-to-josh-naylor-vqyrka,val
dataset/ground_ball/Codex_Workstation/G_0162,G_0162,ground_ball,MLB_825007_trevor-mcdonald-in-play-run-s-to-jeff-mcneil,train
dataset/ground_ball/Codex_Workstation/G_0163,G_0163,ground_ball,MLB_825007_jonah-heim-grounds-out-third-baseman-matt-chapman-to-first-baseman-ra,val
dataset/ground_ball/Codex_Workstation/G_0165,G_0165,ground_ball,MLB_822980_coby-mayo-grounds-out-shortstop-taylor-walls-to-first-baseman-jonatha,train
dataset/ground_ball/Codex_Workstation/G_0166,G_0166,ground_ball,MLB_822980_jonathan-aranda-grounds-out-shortstop-gunnar-henderson-to-first-basem,train
dataset/ground_ball/Codex_Workstation/G_0167,G_0167,ground_ball,MLB_822980_jeremiah-jackson-grounds-out-shortstop-taylor-walls-to-first-baseman-,val
dataset/ground_ball/Codex_Workstation/G_0169,G_0169,ground_ball,MLB_823549_max-schuemann-grounds-into-a-force-out-shortstop-ernie-clement-to-sec,train
dataset/ground_ball/Codex_Workstation/G_0170,G_0170,ground_ball,MLB_823137_miguel-vargas-grounds-into-a-force-out-third-baseman-colt-emerson-to-,val
dataset/ground_ball/Codex_Workstation/G_0171,G_0171,ground_ball,MLB_823865_calvin-faucher-in-play-run-s-to-matt-olson,train
dataset/ground_ball/Codex_Workstation/G_0172,G_0172,ground_ball,MLB_823865_calvin-faucher-in-play-run-s-to-mauricio-dubon,val
dataset/ground_ball/Codex_Workstation/G_0173,G_0173,ground_ball,MLB_824276_brayan-rocchio-grounds-out-shortstop-zack-short-to-first-baseman-spen,train
dataset/ground_ball/Codex_Workstation/G_0174,G_0174,ground_ball,MLB_824276_zach-mckinstry-grounds-out-to-first-baseman-kyle-manzardo,train
dataset/ground_ball/Codex_Workstation/G_0176,G_0176,ground_ball,MLB_823059_matthew-liberatore-in-play-out-s-to-konnor-griffin,train
dataset/ground_ball/Codex_Workstation/G_0178,G_0178,ground_ball,MLB_823302_griffin-canning-in-play-out-s-to-mookie-betts-sfnlb4,train
dataset/ground_ball/Codex_Workstation/G_0180,G_0180,ground_ball,MLB_823703_jake-meyers-grounds-out-shortstop-ryan-kreidler-to-first-baseman-kody,train
dataset/ground_ball/Codex_Workstation/G_0182,G_0182,ground_ball,MLB_825084_tyler-mahle-in-play-run-s-to-ildemaro-vargas,train
dataset/ground_ball/Codex_Workstation/G_0186,G_0186,ground_ball,MLB_823056_justin-bruihl-in-play-run-s-to-bryan-reynolds-fbq70k,val
dataset/ground_ball/Codex_Workstation/G_0187,G_0187,ground_ball,MLB_822733_david-peterson-in-play-run-s-to-andres-chaparro,val
dataset/ground_ball/Codex_Workstation/G_0189,G_0189,ground_ball,MLB_825083_ezequiel-tovar-grounds-out-third-baseman-nolan-arenado-to-first-basem,train
dataset/ground_ball/Codex_Workstation/G_0190,G_0190,ground_ball,MLB_825083_blas-castano-in-play-run-s-to-corbin-carroll-wp0qha-x7856,val
dataset/ground_ball/Codex_Workstation/G_0191,G_0191,ground_ball,MLB_822816_louis-varland-in-play-run-s-to-bryan-reynolds,val
dataset/ground_ball/Codex_Workstation/G_0192,G_0192,ground_ball,MLB_824761_connor-prielipp-in-play-run-s-to-jarren-duran,train
dataset/ground_ball/Codex_Workstation/G_0193,G_0193,ground_ball,MLB_823863_sean-manaea-in-play-run-s-to-owen-caissie,val
dataset/ground_ball/Codex_Workstation/G_0194,G_0194,ground_ball,MLB_824922_miles-mikolas-in-play-out-s-to-ronald-acuna-jr-vy8dmp,test
dataset/ground_ball/Codex_Workstation/G_0195,G_0195,ground_ball,MLB_823298_brent-rooker-grounds-out-third-baseman-manny-machado-to-first-baseman,train
dataset/ground_ball/Codex_Workstation/G_0198,G_0198,ground_ball,MLB_822814_yariel-rodriguez-in-play-run-s-to-marcell-ozuna,train
dataset/ground_ball/Codex_Workstation/G_0199,G_0199,ground_ball,MLB_824109_carter-jensen-grounds-out-to-first-baseman-josh-naylor-bobby-witt-jr-,train
dataset/ground_ball/Codex_Workstation/G_0200,G_0200,ground_ball,MLB_824920_ozzie-albies-grounds-out-third-baseman-jorbit-vivas-to-first-baseman-,train
dataset/ground_ball/Codex_Workstation/G_0202,G_0202,ground_ball,MLB_823300_jose-suarez-in-play-run-s-to-ty-france-x4828,train
dataset/ground_ball/Codex_Workstation/G_0203,G_0203,ground_ball,MLB_824030_nathan-eovaldi-in-play-no-out-to-zach-neto-sfghud,train
dataset/ground_ball/Codex_Workstation/G_0206,G_0206,ground_ball,MLB_824759_sonny-gray-in-play-run-s-to-victor-caratini,train
dataset/ground_ball/Codex_Workstation/G_0209,G_0209,ground_ball,MLB_823786_mookie-betts-grounds-out-shortstop-joey-ortiz-to-first-baseman-andrew,train
dataset/ground_ball/Codex_Workstation/G_0217,G_0217,ground_ball,MLB_822812_tyler-rogers-in-play-run-s-to-jakob-marsee,train
dataset/ground_ball/Codex_Workstation/G_0218,G_0218,ground_ball,MLB_825005_aaron-civale-in-play-run-s-to-josh-naylor,test
dataset/ground_ball/Codex_Workstation/G_0219,G_0219,ground_ball,MLB_825005_bryce-miller-in-play-run-s-to-jeff-mcneil,train
dataset/ground_ball/Codex_Workstation/G_0220,G_0220,ground_ball,MLB_824434_mitchell-parker-in-play-run-s-to-jose-ramirez,train
dataset/ground_ball/Codex_Workstation/G_0225,G_0225,ground_ball,MLB_824597_randal-grichuk-grounds-out-sharply-shortstop-ryan-kreidler-to-first-b,train
dataset/ground_ball/Codex_Workstation/G_0226,G_0226,ground_ball,MLB_823785_justin-bruihl-in-play-out-s-to-jake-bauers,test
dataset/ground_ball/Codex_Workstation/G_0227,G_0227,ground_ball,MLB_823785_jose-fermin-grounds-out-shortstop-david-hamilton-to-first-baseman-jak,train
dataset/ground_ball/Codex_Workstation/G_0228,G_0228,ground_ball,MLB_822898_yordan-alvarez-grounds-out-third-baseman-josh-jung-to-first-baseman-j,val
dataset/ground_ball/Codex_Workstation/G_0229,G_0229,ground_ball,MLB_825003_luis-medina-in-play-out-s-to-randy-arozarena,train
dataset/ground_ball/Codex_Workstation/G_0231,G_0231,ground_ball,MLB_825003_darell-hernaiz-grounds-into-a-force-out-shortstop-j-p-crawford-to-sec,train
dataset/ground_ball/Codex_Workstation/G_0232,G_0232,ground_ball,MLB_824270_casey-mize-in-play-no-out-to-donovan-walton,train
dataset/ground_ball/Codex_Workstation/G_0233,G_0233,ground_ball,MLB_824756_bryce-elder-in-play-no-out-to-marcelo-mayer,train
dataset/ground_ball/Codex_Workstation/G_0234,G_0234,ground_ball,MLB_823947_shohei-ohtani-in-play-run-s-to-willi-castro,train
dataset/ground_ball/Codex_Workstation/G_0236,G_0236,ground_ball,MLB_824757_payton-tolle-in-play-run-s-to-jorge-mateo,test
dataset/ground_ball/Codex_Workstation/G_0237,G_0237,ground_ball,MLB_824834_louis-varland-in-play-out-s-to-jackson-holliday,train
dataset/ground_ball/Codex_Workstation/G_0238,G_0238,ground_ball,MLB_823378_mason-montgomery-in-play-run-s-to-seiya-suzuki,train
dataset/ground_ball/Codex_Workstation/G_0239,G_0239,ground_ball,MLB_824515_dominic-smith-grounds-out-second-baseman-spencer-steer-to-first-basem,train
dataset/ground_ball/Codex_Workstation/G_0241,G_0241,ground_ball,MLB_823377_taj-bradley-in-play-out-s-to-oneil-cruz,val
dataset/ground_ball/Codex_Workstation/G_0242,G_0242,ground_ball,MLB_824041_jorge-soler-grounds-out-shortstop-ronny-mauricio-to-first-baseman-bre,train
dataset/ground_ball/Codex_Workstation/G_0244,G_0244,ground_ball,MLB_822758_edgardo-henriquez-in-play-run-s-to-jacob-young,train
dataset/ground_ball/Codex_Workstation/G_0245,G_0245,ground_ball,MLB_823240_erik-miller-in-play-run-s-to-carson-benge,train
dataset/ground_ball/Codex_Workstation/G_0247,G_0247,ground_ball,MLB_823730_mick-abel-in-play-out-s-to-ben-williamson,val
dataset/ground_ball/Codex_Workstation/G_0248,G_0248,ground_ball,MLB_823730_brooks-lee-grounds-out-sharply-shortstop-ben-williamson-to-first-base,val
dataset/ground_ball/Codex_Workstation/G_0250,G_0250,ground_ball,MLB_824131_angel-zerpa-in-play-out-s-to-lane-thomas,train
dataset/ground_ball/Codex_Workstation/G_0252,G_0252,ground_ball,MLB_824296_alec-burleson-grounds-out-shortstop-javier-baez-to-first-baseman-spen,val
dataset/ground_ball/Codex_Workstation/G_0254,G_0254,ground_ball,MLB_822755_andre-pallante-in-play-run-s-to-daylen-lile-76edfd,train
dataset/ground_ball/Codex_Workstation/G_0257,G_0257,ground_ball,MLB_822754_curtis-mead-singles-on-a-ground-ball-to-center-fielder-nathan-church-,train
