global_index,repair_batch,repair_batch_index,collector,sample_id,main_relative_path,before_event_start,before_event_end,old_prefilter_status,old_primary_error,qwen_model,qwen_decision,qwen_visual_time,qwen_window_start,qwen_window_end,qwen_contact_sound_audible,qwen_contact_sound_normal_speed,selected_candidate_index,selected_candidate_time,selected_candidate_probability,selected_candidate_score,proposed_event_start,proposed_event_end,disposition,visual_evidence,failure_reason
1081,audit_checkpoint_001,127,Codex_Workstation,F_1191,dataset/fly_ball/Codex_Workstation/F_1191,1.950,2.050,needs_edit,contact_timestamp_wrong,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The video begins after the ball has been hit. It shows a fielder diving to make a play on a ground ball and a runner advancing. There is no batter visible at home plate, and no pitch or swing is shown.",No live batting action is visible in the clip. The footage starts with the ball already in play.
1080,audit_checkpoint_001,128,Codex_Workstation,F_1190,dataset/fly_ball/Codex_Workstation/F_1190,1.950,2.050,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-plus,contact_context_ok,1.8,0.5,3.5,True,True,1,2.017,0.98915486,11.129,1.967,2.067,candidate_bound_pending_second_review,"A batter in a grey uniform is visible at home plate. A pitcher throws the ball (approx 1.0s), and the batter swings, making contact with the ball around 1.8s. The ball is hit into play, and the batter runs toward first base.",
1079,audit_checkpoint_001,129,Codex_Workstation,F_1189,dataset/fly_ball/Codex_Workstation/F_1189,6.429,6.529,needs_edit,clip_too_short,qwen3.5-omni-plus,no_live_contact,,,,False,True,,,,,,,needs_source_recut_no_visual_contact,"The video begins with an infielder already diving to make a catch (00:00-00:04), followed by a shot of a batter walking away from the plate (00:05-00:07). No pitch, swing, or bat-ball contact is visible.",No live batting action is present in the clip. The footage shows only the defensive result (the catch) and the aftermath.
1078,audit_checkpoint_001,130,Codex_Workstation,F_1188,dataset/fly_ball/Codex_Workstation/F_1188,1.950,2.050,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-plus,contact_context_ok,0.5,0.2,1.2,True,True,,,,,,,contact_visible_audio_unresolved,At ~0:01 the batter swings and makes contact with the pitch; ball departs toward center field while outfielder sprints in pursuit.,
1077,audit_checkpoint_001,131,Codex_Workstation,F_1187,dataset/fly_ball/Codex_Workstation/F_1187,1.950,2.050,needs_edit,contact_timestamp_wrong,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The video begins with the ball already in flight in the outfield (00:00), followed by a fielder catching it. The subsequent shots show a runner crossing home plate and players celebrating. No batter, pitch delivery, or swing is visible.",No live batting action is visible; the clip starts after contact has occurred.
1076,audit_checkpoint_001,132,Codex_Workstation,F_1186,dataset/fly_ball/Codex_Workstation/F_1186,1.950,2.050,needs_edit,contact_timestamp_wrong,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The clip begins with the ball already in flight towards the outfield. No batter, pitch delivery, or swing is visible at any point in the video.",No live batting action is visible; the clip starts after the ball has been hit.
1075,audit_checkpoint_001,133,Codex_Workstation,F_1185,dataset/fly_ball/Codex_Workstation/F_1185,1.950,2.050,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-plus,contact_needs_recut,,,,False,False,,,,,,,needs_source_recut,"The clip begins with the ball already in flight toward the outfield. No batter, pitch delivery, or swing is visible.",No live batting action (pitch arrival and swing) is visible; only post-contact ball flight is shown.
1074,audit_checkpoint_001,134,Codex_Workstation,F_1184,dataset/fly_ball/Codex_Workstation/F_1184,1.950,2.050,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-flash,contact_context_ok,1.9,1.5,2.3,True,True,1,2.027,0.99992593,7.067,1.977,2.077,candidate_bound_pending_second_review,"At 00:01.5 the pitcher releases the ball; at 00:01.8-00:01.9 the batter swings and makes contact with a sharp crack audible at 00:01.9; immediately after, the ball is seen leaving the bat.",
1073,audit_checkpoint_001,135,Codex_Workstation,F_1183,dataset/fly_ball/Codex_Workstation/F_1183,1.950,2.050,needs_edit,clip_too_short,qwen3.5-omni-flash,no_live_contact,,0.0,0.0,False,False,,,,,,,needs_source_recut_no_visual_contact,"The clip opens with the ball already in play and being caught by an outfielder (Castellanos). There is no visible batter, pitch, or swing in the provided footage.",The video starts mid-action showing a catch; the live bat-ball contact event is not included in the clip.
1072,audit_checkpoint_001,136,Codex_Workstation,F_1182,dataset/fly_ball/Codex_Workstation/F_1182,1.950,2.050,needs_edit,clip_too_short,qwen3.5-omni-flash,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The video begins with a ball already in play (an outfielder fielding a ground ball) and shows runners scoring. There is no visible batter, pitch, or swing sequence.",The clip starts after the live batting action has concluded; it shows only the aftermath of a hit.
1071,audit_checkpoint_001,137,Codex_Workstation,F_1181,dataset/fly_ball/Codex_Workstation/F_1181,1.950,2.050,needs_edit,clip_too_short,qwen3.5-omni-flash,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The video shows an outfielder diving and catching a ball (00:00-00:04), then standing up (00:05). There is no visible batter or batting action in the clip.",No live bat-ball contact is visible in the provided video clip.
1070,audit_checkpoint_001,138,Codex_Workstation,F_1180,dataset/fly_ball/Codex_Workstation/F_1180,1.950,2.050,needs_edit,clip_too_short,qwen3.5-omni-flash,contact_context_ok,4.8,4.0,5.5,True,True,,,,,,,contact_visible_audio_unresolved,"At 00:04.8, a batter in a grey uniform with red trim is shown making contact with the ball; the swing continues through follow-through by 00:05.3.",
1069,audit_checkpoint_001,139,Codex_Workstation,F_1179,dataset/fly_ball/Codex_Workstation/F_1179,1.950,2.050,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-flash,contact_needs_recut,0.0,0.0,0.5,False,False,,,,,,,needs_source_recut,The video begins with the ball already in flight towards the outfield; no batter or swing is visible.,No live bat-ball contact is shown in the clip.
1068,audit_checkpoint_001,140,Codex_Workstation,F_1178,dataset/fly_ball/Codex_Workstation/F_1178,1.950,2.050,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-flash,contact_context_ok,0.0,0.0,1.0,True,True,15,0.087,0.99999998,5.03,0.037,0.137,candidate_bound_pending_second_review,"At 00:00.000, the batter is shown in a ready stance. At 00:00.200, the pitcher releases the ball. At 00:00.600, the batter swings and makes contact with the ball, which immediately departs from the bat.",
1067,audit_checkpoint_001,141,Codex_Workstation,F_1177,dataset/fly_ball/Codex_Workstation/F_1177,1.950,2.050,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-flash,no_live_contact,,0.0,6.5,True,True,,,,,,,needs_source_recut_no_visual_contact,The video begins with the ball already in flight (00:00). No batter is visible making contact. The sequence shows an outfielder catching a fly ball and celebrating. Commentary discusses the catch ('Corbin's got it') rather than describing a hit.,No live bat-ball contact is visible in the clip; the footage starts after the pitch has been hit.
1066,audit_checkpoint_001,142,Codex_Workstation,F_1175,dataset/fly_ball/Codex_Workstation/F_1175,1.950,2.050,needs_edit,contact_timestamp_wrong,qwen3.5-omni-flash,no_live_contact,,0.0,6.2,False,False,,,,,,,needs_source_recut_no_visual_contact,The clip opens with an outfielder (Jerksin Profar) making a catch against the wall; no batter is visible in any frame. The sequence shows only the aftermath of a play.,No live bat-ball contact is shown in the video. The entire clip depicts the result of a previous action (the catch) without showing the pitch or swing.
1065,audit_checkpoint_001,143,Codex_Workstation,F_1174,dataset/fly_ball/Codex_Workstation/F_1174,1.950,2.050,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-flash,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The video starts at 00:00 with an outfielder (Oakland A's #22) already diving and sliding on the grass. There is no visible batter, pitch arrival, or swing in the clip. The entire sequence shows the aftermath of a play.",No live batting action is visible in the clip; it begins after the ball has been hit.
1064,audit_checkpoint_001,144,Codex_Workstation,F_1172,dataset/fly_ball/Codex_Workstation/F_1172,0.750,0.850,needs_edit,clip_too_short,qwen3.5-omni-flash,contact_context_ok,0.7,0.4,1.2,True,True,1,0.827,0.99759402,7.765,0.777,0.877,candidate_bound_pending_second_review,"At 0:00 the pitcher releases the ball. At approximately 0:00.7, the batter (Profar) swings and makes contact with the ball, followed by a normal-speed bat-ball impact sound.",
1063,audit_checkpoint_001,145,Codex_Workstation,F_1171,dataset/fly_ball/Codex_Workstation/F_1171,1.950,2.050,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-flash,contact_context_ok,0.9,0.5,1.4,True,True,,,,,,,contact_visible_audio_unresolved,"At 0:00-0:01, the batter swings and makes contact with the pitch; a sharp bat-ball impact sound is audible at approximately 0:00.9.",
1062,audit_checkpoint_001,146,Codex_Workstation,F_1170,dataset/fly_ball/Codex_Workstation/F_1170,5.102,5.202,needs_edit,contact_timestamp_wrong,qwen3.5-omni-flash,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The clip exclusively shows an outfielder (San Francisco Giants #24) reacting to and making contact with the outfield wall after a ball has already been hit. No batter, pitch arrival, or swing is visible in the footage.","The provided video segment starts after the live action of the batter hitting the ball. It only contains the aftermath (the outfielder's reaction), so no visual evidence of bat-ball contact exists."
1061,audit_checkpoint_001,147,Codex_Workstation,F_1169,dataset/fly_ball/Codex_Workstation/F_1169,1.950,2.050,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-flash,contact_context_ok,1.8,0.5,3.2,True,True,1,2.023,0.99285381,4.871,1.973,2.073,candidate_bound_pending_second_review,"At 0:01, the pitcher releases the ball; at 0:01.8, the batter (Wisely) swings and makes contact with the ball, which is then seen traveling towards the infield.",
1060,audit_checkpoint_001,148,Codex_Workstation,F_1168,dataset/fly_ball/Codex_Workstation/F_1168,6.022,6.122,needs_edit,contact_timestamp_wrong,qwen3.5-omni-flash,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The clip shows the aftermath of a play. Players are seen celebrating around home plate, and a batter is jogging off the field towards the dugout. There is no visible pitch arrival, swing, or bat-ball contact in this segment.",The video depicts only the post-contact celebration and player movement; no live batting action is shown.
1059,audit_checkpoint_001,149,Codex_Workstation,F_1167,dataset/fly_ball/Codex_Workstation/F_1167,1.950,2.050,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-flash,contact_context_ok,0.5,0.0,1.0,True,True,,,,,,,contact_visible_audio_unresolved,"At 00:00, the batter is in his stance as the pitch arrives. At approximately 00:00.5, the batter swings and makes contact with the ball, which is seen departing towards the infield.",
1058,audit_checkpoint_001,150,Codex_Workstation,F_1166,dataset/fly_ball/Codex_Workstation/F_1166,1.950,2.050,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-flash,contact_context_ok,0.6,0.3,1.2,True,True,,,,,,,contact_visible_audio_unresolved,"At 00:00.3 the pitcher releases the ball. At 00:00.6 the batter swings and makes contact with the baseball, which is visible leaving the bat barrel. The swing continues through follow-through until approximately 00:01.2.",
1057,audit_checkpoint_001,151,Codex_Workstation,F_1165,dataset/fly_ball/Codex_Workstation/F_1165,2.905,3.005,needs_edit,clip_too_short,qwen3.5-omni-flash,no_live_contact,,0.0,6.875,False,False,,,,,,,needs_source_recut_no_visual_contact,"The clip shows an outfielder making a catch and falling into the wall (00:00-00:03), followed by slow-motion replays of the same event (00:03-00:06). No batter or live batting action is visible.","The video exclusively shows an outfield play (catch and fall) without any visible batter, pitch, or bat-ball contact."
1056,audit_checkpoint_001,152,Codex_Workstation,F_1164,dataset/fly_ball/Codex_Workstation/F_1164,1.950,2.050,needs_edit,clip_too_short,qwen3.5-omni-flash,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The clip begins with a live outfielder running and diving to make a catch. There is no visible batter, pitch, or swing in the footage.",The video shows only the result of a play (the catch) without any visual evidence of the live bat-ball contact.
1055,audit_checkpoint_001,153,Codex_Workstation,F_1163,dataset/fly_ball/Codex_Workstation/F_1163,1.950,2.050,needs_edit,clip_too_short,qwen3.5-omni-flash,no_live_contact,,0.0,0.0,False,False,,,,,,,needs_source_recut_no_visual_contact,The video begins with the ball already in flight towards the outfield; no batter or swing is visible at any point.,No live batting action captured; clip starts mid-play.
1054,audit_checkpoint_001,154,Codex_Workstation,F_1162,dataset/fly_ball/Codex_Workstation/F_1162,1.010,1.110,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-flash,contact_context_ok,0.7,0.4,1.2,True,True,1,1.077,0.99977479,14.603,1.027,1.127,candidate_bound_pending_second_review,"At 0:00, the batter (Marcell Ozuna) is shown in his batting stance. At approximately 0:00.7, he swings and makes contact with the pitch, which is visible as it departs from the bat. A distinct bat-ball crack sound occurs simultaneously at this moment.",
1053,audit_checkpoint_001,155,Codex_Workstation,F_1161,dataset/fly_ball/Codex_Workstation/F_1161,1.950,2.050,needs_edit,contact_timestamp_wrong,qwen3.5-omni-flash,contact_needs_recut,0.0,0.0,11.25,False,False,,,,,,,needs_source_recut,"The video shows a replay sequence (slow motion) of a batter swinging and making contact with the ball. The clip starts at 00:00 with a slow-motion shot of the swing and continues through multiple slow-motion angles until approximately 00:04, where it transitions to a normal-speed shot of the batter celebrating. There is no live-action footage of the pitch arrival or initial contact.","No live bat-ball contact is visible in the clip. All batting actions shown are part of a slow-motion replay sequence, which does not meet the criteria for a valid live-contact sample."
1052,audit_checkpoint_001,156,Codex_Workstation,F_1160,dataset/fly_ball/Codex_Workstation/F_1160,1.950,2.050,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-flash,contact_context_ok,0.02,0.0,0.05,True,True,,,,,,,contact_visible_audio_unresolved,"At 00:00.00-00:00.05, a batter in a grey uniform is shown mid-swing and making contact with the ball, which then leaves the bat frame.",
1051,audit_checkpoint_001,157,Codex_Workstation,F_1159,dataset/fly_ball/Codex_Workstation/F_1159,1.650,1.750,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-flash,contact_context_ok,0.8,0.5,1.2,True,True,,,,,,,contact_visible_audio_unresolved,At 0.5s the batter is in his stance; at 0.6s he begins his swing; at 0.8s bat makes contact with the ball and the batter completes his follow-through while the ball departs.,
1050,audit_checkpoint_001,158,Codex_Workstation,F_1158,dataset/fly_ball/Codex_Workstation/F_1158,1.650,1.750,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-flash,contact_context_ok,1.7,0.8,2.5,True,True,1,1.722,0.99999156,15.808,1.672,1.772,candidate_bound_pending_second_review,"At 00:00.8, the pitcher releases the ball. The batter swings at 00:01.4 and makes contact with the ball at approximately 00:01.7, followed by a normal-speed bat crack sound and visible follow-through as the runner starts to run.",
1049,audit_checkpoint_001,159,Codex_Workstation,F_1157,dataset/fly_ball/Codex_Workstation/F_1157,1.950,2.050,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-flash,contact_context_ok,1.0,0.5,2.0,True,True,13,1.188,0.99813692,5.147,1.138,1.238,candidate_bound_pending_second_review,"At 0:00-0:01, the batter is in his stance as the pitch arrives. At approximately 0:01, the batter swings and makes contact with the ball, initiating a live play sequence.",
1048,audit_checkpoint_001,160,Codex_Workstation,F_1156,dataset/fly_ball/Codex_Workstation/F_1156,1.810,1.910,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-flash,contact_context_ok,1.8,0.5,3.2,True,True,1,1.878,0.99974884,13.561,1.828,1.928,candidate_bound_pending_second_review,At 0:01 the batter begins his swing; at 0:01.8 a distinct bat-ball contact is visible as the ball departs the bat towards left field.,
1047,audit_checkpoint_001,161,Codex_Workstation,F_1155,dataset/fly_ball/Codex_Workstation/F_1155,1.950,2.050,needs_edit,contact_timestamp_wrong,qwen3.5-omni-flash,no_live_contact,,0.0,6.8,False,False,,,,,,,needs_source_recut_no_visual_contact,"The clip exclusively shows an outfielder (DJ Stewart) making a diving catch in slow motion and celebrating. No batter is visible, and there is no depiction of a pitch arrival or swing.",No live batting action is present in the video clip.
1046,audit_checkpoint_001,162,Codex_Workstation,F_1153,dataset/fly_ball/Codex_Workstation/F_1153,2.954,3.054,needs_edit,contact_timestamp_wrong,qwen3.5-omni-flash,contact_context_ok,0.5,0.0,1.2,True,True,16,0.198,0.96551466,4.116,0.148,0.248,candidate_bound_pending_second_review,At 0.0s the pitcher delivers the pitch; at 0.5s the batter swings and makes contact with the ball (visible as a small white blur leaving the bat); the swing continues through follow-through until approximately 1.2s.,
1045,audit_checkpoint_001,163,Codex_Workstation,F_1152,dataset/fly_ball/Codex_Workstation/F_1152,1.950,2.050,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-flash,contact_context_ok,0.5,0.0,1.5,True,True,,,,,,,contact_visible_audio_unresolved,"At 0:00, the batter (jersey #88) is in a ready stance as the pitch arrives. Between 0:00 and 0:01, he swings the bat, making visible contact with the ball near the plate area.",
1044,audit_checkpoint_001,164,Codex_Workstation,F_1151,dataset/fly_ball/Codex_Workstation/F_1151,1.950,2.050,needs_edit,clip_too_short,qwen3.5-omni-flash,contact_needs_recut,,,,True,True,,,,,,,needs_source_recut,,"The video begins with the ball already in flight over the outfield wall; no live pitch arrival, batter swing, or bat-ball contact is visible. The sequence shows only the aftermath of a home run."
1043,audit_checkpoint_001,165,Codex_Workstation,F_1150,dataset/fly_ball/Codex_Workstation/F_1150,1.950,2.050,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-flash,contact_context_ok,0.1,0.0,0.6,True,True,,,,,,,contact_visible_audio_unresolved,"At 00:00.0-00:00.6, the batter is shown in a live play sequence swinging at a pitch and making contact with the ball, which immediately departs the bat.",
1042,audit_checkpoint_001,166,Codex_Workstation,F_1149,dataset/fly_ball/Codex_Workstation/F_1149,1.950,2.050,needs_edit,clip_too_short,qwen3.5-omni-flash,contact_needs_recut,0.0,0.0,0.0,False,False,,,,,,,needs_source_recut,"The video begins with dugout celebration and stadium replay graphics (0:00-0:03). The live play showing the pitcher winding up and the batter swinging occurs later in the clip (0:04-0:06), but no bat-ball contact is visually depicted within the provided clip duration.",No visible bat-ball contact occurred within the clip timeframe.
1041,audit_checkpoint_001,167,Codex_Workstation,F_1148,dataset/fly_ball/Codex_Workstation/F_1148,1.950,2.050,needs_edit,clip_too_short,qwen3.5-omni-flash,no_live_contact,,,,True,True,,,,,,,needs_source_recut_no_visual_contact,The clip begins with an outfielder catching a ball in flight; no batter or pitch arrival is shown. The sequence cuts to the batter running after the catch has already occurred.,No live bat-ball contact is visible in the video segment.
1040,audit_checkpoint_001,168,Codex_Workstation,F_1146,dataset/fly_ball/Codex_Workstation/F_1146,1.310,1.410,needs_edit,clip_too_short,qwen3.5-omni-flash,contact_context_ok,0.5,0.0,1.5,True,True,1,1.383,0.99999937,12.342,1.333,1.433,candidate_bound_pending_second_review,"At 0:00, the batter (Varsho) is in his stance; at 0:01, he swings as the pitch arrives, and the bat-ball contact occurs around 0:01. The ball is then seen popping up into the air.",
1039,audit_checkpoint_001,169,Codex_Workstation,F_1145,dataset/fly_ball/Codex_Workstation/F_1145,1.950,2.050,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-flash,contact_context_ok,0.1,0.0,0.5,True,True,,,,,,,contact_visible_audio_unresolved,"At 00:00.0, the batter is shown in a ready stance as the pitch arrives. At approximately 00:00.1, there is a visible swing and immediate bat-ball contact (follow-through visible). The action proceeds to a ground ball being fielded and thrown for a double play.",
1038,audit_checkpoint_001,170,Codex_Workstation,F_1144,dataset/fly_ball/Codex_Workstation/F_1144,1.950,2.050,needs_edit,contact_timestamp_wrong,qwen3.5-omni-flash,contact_context_ok,5.6,4.8,7.2,True,True,16,5.262,0.99999824,8.17,5.212,5.312,candidate_bound_pending_second_review,At 00:04.8 the pitcher releases the ball; at 00:05.3 the batter swings; at 00:05.6 a sharp bat-ball contact sound is heard as the bat connects with the ball and the batter completes the swing.,
1037,audit_checkpoint_001,171,Codex_Workstation,F_1143,dataset/fly_ball/Codex_Workstation/F_1143,1.950,2.050,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-flash,contact_context_ok,0.0,0.0,1.2,True,True,,,,,,,contact_visible_audio_unresolved,"At 00:00.0, the pitcher releases the ball. At 00:00.8-00:01.0, the batter swings and makes contact with the ball, which is then seen traveling towards right field.",
1036,audit_checkpoint_001,172,Codex_Workstation,F_1142,dataset/fly_ball/Codex_Workstation/F_1142,1.970,2.070,needs_edit,clip_too_short,qwen3.5-omni-flash,contact_needs_recut,1.5,0.0,2.0,False,False,,,,,,,needs_source_recut,"A batter is visible in a wide shot at approximately 00:01-00:02, but the swing itself and the moment of bat-ball contact are not clearly shown or emphasized enough to confirm contact with an associated sound.","The video does not clearly show the batter making contact with the ball; the swing is either too quick, obscured, or not fully captured within the frame."
1035,audit_checkpoint_001,173,Codex_Workstation,F_1141,dataset/fly_ball/Codex_Workstation/F_1141,1.950,2.050,needs_edit,contact_timestamp_wrong,qwen3.5-omni-flash,contact_context_ok,0.95,0.65,1.35,True,True,15,1.058,0.69476264,2.293,1.008,1.108,candidate_bound_pending_second_review,"At 0:00.65-0:01.25 the pitcher releases; at ~0:00.95 the batter (G. Bote) swings and makes contact with the ball, producing a sharp bat crack followed by immediate follow-through.",
1034,audit_checkpoint_001,174,Codex_Workstation,F_1140,dataset/fly_ball/Codex_Workstation/F_1140,1.970,2.070,needs_edit,clip_too_short,qwen3.5-omni-flash,contact_context_ok,0.8,0.5,1.3,True,True,,,,,,,contact_visible_audio_unresolved,"At 0:00, the pitcher releases the ball. At 0:01, the batter (DeJong) swings and makes contact with the ball, which flies into the outfield. The sound of the bat hitting the ball is audible at this moment.",
1033,audit_checkpoint_001,175,Codex_Workstation,F_1139,dataset/fly_ball/Codex_Workstation/F_1139,1.950,2.050,needs_edit,clip_too_short,qwen3.5-omni-flash,contact_context_ok,0.7,0.0,1.2,True,True,,,,,,,contact_visible_audio_unresolved,"At 0.0s the batter is in stance as the pitch arrives. Between 0.5s and 0.8s the batter swings and makes contact with the ball, followed by a follow-through motion visible until approximately 1.2s.",
1032,audit_checkpoint_001,176,Codex_Workstation,F_1138,dataset/fly_ball/Codex_Workstation/F_1138,1.970,2.070,needs_edit,clip_too_short,qwen3.5-omni-flash,contact_needs_recut,,,,True,True,,,,,,,needs_source_recut,"The clip begins with the ball already in flight near the outfield wall (00:00-00:04). The batter is not visible during this sequence. A replay of the swing occurs at 00:05-00:06, but the initial live contact event required to verify the audio is missing from the provided segment.","The video segment starts after the bat-ball contact has occurred. While a sound of impact is audible, there is no visual evidence of the batter swinging or making contact within the clip's timeline."
1031,audit_checkpoint_001,177,Codex_Workstation,F_1137,dataset/fly_ball/Codex_Workstation/F_1137,1.970,2.070,needs_edit,clip_too_short,qwen3.5-omni-flash,no_live_contact,,0.0,6.5,False,False,,,,,,,needs_source_recut_no_visual_contact,"The video shows an outfielder (Astros #16) making a catch against the wall and a runner (Tigers #31) jogging on base. There is no visible batter, pitch, swing, or bat-ball contact in any part of the clip.",The provided clip appears to be post-contact footage (showing the result of a play: the catch and the runner's reaction) rather than the live action of the pitch and hit. No visual evidence of a batter swinging at a pitch is present.
1030,audit_checkpoint_001,178,Codex_Workstation,F_1136,dataset/fly_ball/Codex_Workstation/F_1136,1.530,1.630,needs_edit,clip_too_short,qwen3.5-omni-flash,contact_context_ok,0.8,0.0,2.5,True,True,1,1.587,0.99991043,5.218,1.537,1.637,candidate_bound_pending_second_review,"At 0:00-0:01, the pitcher delivers a pitch and the batter swings at approximately 0:01. At 0:01-0:02, the bat makes contact with the ball, followed by immediate follow-through. The ball is then seen traveling into the outfield.",
1029,audit_checkpoint_001,179,Codex_Workstation,F_1135,dataset/fly_ball/Codex_Workstation/F_1135,1.790,1.890,needs_edit,clip_too_short,qwen3.5-omni-flash,contact_context_ok,2.3,1.5,4.0,True,True,1,1.847,0.96646967,11.371,1.797,1.897,candidate_bound_pending_second_review,At 00:01.5 the batter begins his swing as the pitch arrives; at 00:02.3 the bat makes contact with the ball and the batter completes his follow-through by 00:04.0.,
1028,audit_checkpoint_001,180,Codex_Workstation,F_1134,dataset/fly_ball/Codex_Workstation/F_1134,1.870,1.970,needs_edit,clip_too_short,qwen3.5-omni-flash,contact_context_ok,2.1,0.8,3.5,True,True,1,1.933,0.99981524,11.765,1.883,1.983,candidate_bound_pending_second_review,"At 0:00-0:02, the pitcher delivers the ball. At 0:02, the batter swings and makes contact with the baseball, which then flies into the outfield.",
1027,audit_checkpoint_001,181,Codex_Workstation,F_1133,dataset/fly_ball/Codex_Workstation/F_1133,1.970,2.070,needs_edit,clip_too_short,qwen3.5-omni-flash,contact_context_ok,0.8,0.5,1.2,True,True,,,,,,,contact_visible_audio_unresolved,"At 00:00.5, a batter wearing jersey #40 is visible in the box. Between 00:00.6 and 00:00.9, he swings at an incoming pitch and makes contact, sending the ball into the outfield.",
1026,audit_checkpoint_001,182,Codex_Workstation,F_1132,dataset/fly_ball/Codex_Workstation/F_1132,1.970,2.070,needs_edit,clip_too_short,qwen3.5-omni-flash,contact_context_ok,2.6,1.5,3.0,True,True,1,2.037,0.99992325,8.512,1.987,2.087,candidate_bound_pending_second_review,"At 0:02, the batter swings at a pitch arriving from the pitcher. At approximately 0:02.6, there is a visible swing and bat-ball contact as the ball begins to fly into the outfield.",
1025,audit_checkpoint_001,183,Codex_Workstation,F_1131,dataset/fly_ball/Codex_Workstation/F_1131,1.970,2.070,needs_edit,clip_too_short,qwen3.5-omni-flash,contact_context_ok,0.02,0.0,0.05,True,True,,,,,,,contact_visible_audio_unresolved,"At 00:00.02, the batter (Chisholm Jr.) is shown swinging at a pitch and making visible contact with the ball, followed by the ball's flight into the outfield.",
1024,audit_checkpoint_001,184,Codex_Workstation,F_1130,dataset/fly_ball/Codex_Workstation/F_1130,1.970,2.070,needs_edit,clip_too_short,qwen3.5-omni-flash,contact_context_ok,0.5,0.0,1.5,True,True,,,,,,,contact_visible_audio_unresolved,"At 0:00-0:02, the pitcher delivers a pitch and the batter (Marsh) swings at approximately 0:02, making visible contact with the ball, which then departs high into the air.",
1023,audit_checkpoint_001,185,Codex_Workstation,F_1129,dataset/fly_ball/Codex_Workstation/F_1129,1.610,1.710,needs_edit,clip_too_short,qwen3.5-omni-flash,contact_context_ok,1.8,0.0,3.5,True,True,1,1.673,0.99995517,11.187,1.623,1.723,candidate_bound_pending_second_review,"At 0:00-0:02, the pitcher delivers a pitch and the batter swings, making contact with the ball which then flies into the outfield.",
1022,audit_checkpoint_001,186,Codex_Workstation,F_1128,dataset/fly_ball/Codex_Workstation/F_1128,5.850,5.950,needs_edit,contact_timestamp_wrong,qwen3.5-omni-flash,contact_context_ok,0.8,0.0,1.5,True,True,19,1.293,0.99997694,3.617,1.243,1.343,candidate_bound_pending_second_review,"At 0:00 the pitcher is in mid-throw; at approximately 0:8 seconds the batter swings and makes contact with the ball, which is then seen leaving the bat and flying into the outfield.",
1021,audit_checkpoint_001,187,Codex_Workstation,F_1127,dataset/fly_ball/Codex_Workstation/F_1127,2.330,2.430,needs_edit,clip_too_short,qwen3.5-omni-flash,contact_needs_recut,0.0,0.0,0.0,True,True,,,,,,,needs_source_recut,,The video starts with the ball already in flight toward the outfield wall; no visible batter or swing is shown at any point.
1020,audit_checkpoint_001,188,Codex_Workstation,F_1126,dataset/fly_ball/Codex_Workstation/F_1126,1.970,2.070,needs_edit,clip_too_short,qwen3.5-omni-flash,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The video begins with the ball already in flight toward the outfield wall. The camera pans to follow the ball's trajectory and an outfielder reacting to it. No batter, pitcher, or bat-ball contact is visible at any point.",The clip starts after the pitch has been hit; there is no visual evidence of a live swing or bat-ball contact.
