dataset_path,sample_id,label,collector,verification_source,verification_detail,contact_time,timing_was_corrected,original_event_start,original_event_end,final_event_start,final_event_end
dataset/fly_ball/Codex_Workstation/F_1013,F_1013,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.5600,N,1.510,1.610,1.510,1.610
dataset/fly_ball/Codex_Workstation/F_1015,F_1015,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.6000,N,1.550,1.650,1.550,1.650
dataset/fly_ball/Codex_Workstation/F_1016,F_1016,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.2800,N,1.230,1.330,1.230,1.330
dataset/fly_ball/Codex_Workstation/F_1017,F_1017,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,2.0200,N,1.970,2.070,1.970,2.070
dataset/fly_ball/Codex_Workstation/F_1018,F_1018,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.4400,N,1.390,1.490,1.390,1.490
dataset/fly_ball/Codex_Workstation/F_1034,F_1034,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,2.0200,N,1.970,2.070,1.970,2.070
dataset/fly_ball/Codex_Workstation/F_1065,F_1065,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,0.0365,N,0.000,0.073,0.000,0.073
dataset/fly_ball/Codex_Workstation/F_1108,F_1108,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.2220,N,1.172,1.272,1.172,1.272
dataset/fly_ball/Codex_Workstation/F_1110,F_1110,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.2220,N,1.172,1.272,1.172,1.272
dataset/fly_ball/Codex_Workstation/F_1125,F_1125,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,2.0270,N,1.977,2.077,1.977,2.077
dataset/fly_ball/Codex_Workstation/F_1128,F_1128,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.2930,N,1.243,1.343,1.243,1.343
dataset/fly_ball/Codex_Workstation/F_1129,F_1129,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.6730,N,1.623,1.723,1.623,1.723
dataset/fly_ball/Codex_Workstation/F_1132,F_1132,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,2.0370,N,1.987,2.087,1.987,2.087
dataset/fly_ball/Codex_Workstation/F_1134,F_1134,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.9330,N,1.883,1.983,1.883,1.983
dataset/fly_ball/Codex_Workstation/F_1135,F_1135,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.8470,N,1.797,1.897,1.797,1.897
dataset/fly_ball/Codex_Workstation/F_1136,F_1136,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.5870,N,1.537,1.637,1.537,1.637
dataset/fly_ball/Codex_Workstation/F_1141,F_1141,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.0580,N,1.008,1.108,1.008,1.108
dataset/fly_ball/Codex_Workstation/F_1144,F_1144,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,5.2620,N,5.212,5.312,5.212,5.312
dataset/fly_ball/Codex_Workstation/F_1146,F_1146,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.3830,N,1.333,1.433,1.333,1.433
dataset/fly_ball/Codex_Workstation/F_1153,F_1153,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,0.1980,N,0.148,0.248,0.148,0.248
dataset/fly_ball/Codex_Workstation/F_1156,F_1156,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.8780,N,1.828,1.928,1.828,1.928
dataset/fly_ball/Codex_Workstation/F_1157,F_1157,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.1880,N,1.138,1.238,1.138,1.238
dataset/fly_ball/Codex_Workstation/F_1158,F_1158,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.7220,N,1.672,1.772,1.672,1.772
dataset/fly_ball/Codex_Workstation/F_1162,F_1162,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.0770,N,1.027,1.127,1.027,1.127
dataset/fly_ball/Codex_Workstation/F_1169,F_1169,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,2.0230,N,1.973,2.073,1.973,2.073
dataset/fly_ball/Codex_Workstation/F_1172,F_1172,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,0.8270,N,0.777,0.877,0.777,0.877
dataset/fly_ball/Codex_Workstation/F_1178,F_1178,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,0.0870,N,0.037,0.137,0.037,0.137
dataset/fly_ball/Codex_Workstation/F_1184,F_1184,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,2.0270,N,1.977,2.077,1.977,2.077
dataset/fly_ball/Codex_Workstation/F_1190,F_1190,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,2.0170,N,1.967,2.067,1.967,2.067
dataset/fly_ball/Codex_Workstation/F_1196,F_1196,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.7980,N,1.748,1.848,1.748,1.848
dataset/fly_ball/Codex_Workstation/F_1197,F_1197,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,0.7280,N,0.678,0.778,0.678,0.778
dataset/fly_ball/Codex_Workstation/F_1198,F_1198,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.2020,N,1.152,1.252,1.152,1.252
dataset/fly_ball/Codex_Workstation/F_1204,F_1204,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.1380,N,1.088,1.188,1.088,1.188
dataset/fly_ball/Codex_Workstation/F_1205,F_1205,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,2.0230,N,1.973,2.073,1.973,2.073
dataset/fly_ball/Codex_Workstation/F_1206,F_1206,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,2.0230,N,1.973,2.073,1.973,2.073
dataset/fly_ball/Codex_Workstation/F_1207,F_1207,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.8320,N,1.782,1.882,1.782,1.882
dataset/fly_ball/Codex_Workstation/F_1212,F_1212,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.7680,N,1.718,1.818,1.718,1.818
dataset/fly_ball/Codex_Workstation/F_1213,F_1213,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.9130,N,1.863,1.963,1.863,1.963
dataset/fly_ball/Codex_Workstation/F_1216,F_1216,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,2.0230,N,1.973,2.073,1.973,2.073
dataset/fly_ball/Codex_Workstation/F_1217,F_1217,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,0.1270,N,0.077,0.177,0.077,0.177
dataset/fly_ball/Codex_Workstation/F_1221,F_1221,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.2880,N,1.238,1.338,1.238,1.338
dataset/fly_ball/Codex_Workstation/F_1222,F_1222,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.2270,N,1.177,1.277,1.177,1.277
dataset/fly_ball/Codex_Workstation/F_1226,F_1226,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,0.3770,N,0.327,0.427,0.327,0.427
dataset/fly_ball/Codex_Workstation/F_1230,F_1230,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.0580,N,1.008,1.108,1.008,1.108
dataset/fly_ball/Codex_Workstation/F_1231,F_1231,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.0720,N,1.022,1.122,1.022,1.122
dataset/fly_ball/Codex_Workstation/F_1246,F_1246,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.8720,N,1.822,1.922,1.822,1.922
dataset/fly_ball/Codex_Workstation/F_1250,F_1250,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,0.8630,N,0.813,0.913,0.813,0.913
dataset/fly_ball/Codex_Workstation/F_1270,F_1270,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,2.0270,N,1.977,2.077,1.977,2.077
dataset/fly_ball/Codex_Workstation/F_1275,F_1275,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,0.8970,N,0.847,0.947,0.847,0.947
dataset/fly_ball/Codex_Workstation/F_1276,F_1276,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,2.6680,N,2.618,2.718,2.618,2.718
dataset/fly_ball/Codex_Workstation/F_1278,F_1278,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.8980,N,1.848,1.948,1.848,1.948
dataset/fly_ball/Codex_Workstation/F_1283,F_1283,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,2.0070,N,1.957,2.057,1.957,2.057
dataset/fly_ball/Codex_Workstation/F_1288,F_1288,fly_ball,Codex_Workstation,local_first_pass_direct,batch_001; frozen_human_confirmed_71,0.9620,N,0.912,1.012,0.912,1.012
dataset/fly_ball/Zhengxuan_Liu/F_001,F_001,fly_ball,Zhengxuan_Liu,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.5090,N,1.459,1.559,1.459,1.559
dataset/fly_ball/Zhengxuan_Liu/F_005,F_005,fly_ball,Zhengxuan_Liu,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.9480,N,1.898,1.998,1.898,1.998
dataset/fly_ball/Zhengxuan_Liu/F_006,F_006,fly_ball,Zhengxuan_Liu,local_first_pass_direct,batch_001; frozen_human_confirmed_71,0.6910,N,0.641,0.741,0.641,0.741
dataset/fly_ball/Zhengxuan_Liu/F_007,F_007,fly_ball,Zhengxuan_Liu,local_first_pass_direct,batch_001; frozen_human_confirmed_71,0.6460,N,0.596,0.696,0.596,0.696
dataset/fly_ball/Zhengxuan_Liu/F_009,F_009,fly_ball,Zhengxuan_Liu,local_first_pass_direct,batch_001; frozen_human_confirmed_71,0.8260,N,0.776,0.876,0.776,0.876
dataset/fly_ball/Zhengxuan_Liu/F_011,F_011,fly_ball,Zhengxuan_Liu,local_first_pass_direct,batch_001; frozen_human_confirmed_71,0.8210,N,0.771,0.871,0.771,0.871
dataset/fly_ball/Zhengxuan_Liu/F_012,F_012,fly_ball,Zhengxuan_Liu,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.3050,N,1.255,1.355,1.255,1.355
dataset/fly_ball/Zhengxuan_Liu/F_013,F_013,fly_ball,Zhengxuan_Liu,local_first_pass_direct,batch_001; frozen_human_confirmed_71,2.1380,N,2.088,2.188,2.088,2.188
dataset/fly_ball/Zhengxuan_Liu/F_014,F_014,fly_ball,Zhengxuan_Liu,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.8980,N,1.848,1.948,1.848,1.948
dataset/fly_ball/Zhengxuan_Liu/F_015,F_015,fly_ball,Zhengxuan_Liu,local_first_pass_direct,batch_001; frozen_human_confirmed_71,0.6110,N,0.561,0.661,0.561,0.661
dataset/fly_ball/Zhengxuan_Liu/F_016,F_016,fly_ball,Zhengxuan_Liu,local_first_pass_direct,batch_001; frozen_human_confirmed_71,0.8410,N,0.791,0.891,0.791,0.891
dataset/fly_ball/Zhengxuan_Liu/F_017,F_017,fly_ball,Zhengxuan_Liu,local_first_pass_direct,batch_001; frozen_human_confirmed_71,0.7910,N,0.741,0.841,0.741,0.841
dataset/fly_ball/Zhengxuan_Liu/F_018,F_018,fly_ball,Zhengxuan_Liu,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.0000,N,0.950,1.050,0.950,1.050
dataset/fly_ball/Zhengxuan_Liu/F_019,F_019,fly_ball,Zhengxuan_Liu,local_first_pass_direct,batch_001; frozen_human_confirmed_71,0.8710,N,0.821,0.921,0.821,0.921
dataset/fly_ball/Zhengxuan_Liu/F_020,F_020,fly_ball,Zhengxuan_Liu,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.1300,N,1.080,1.180,1.080,1.180
dataset/fly_ball/Zhengxuan_Liu/F_022,F_022,fly_ball,Zhengxuan_Liu,local_first_pass_direct,batch_001; frozen_human_confirmed_71,2.0380,N,1.988,2.088,1.988,2.088
dataset/fly_ball/Zhengxuan_Liu/F_023,F_023,fly_ball,Zhengxuan_Liu,local_first_pass_direct,batch_001; frozen_human_confirmed_71,0.4460,N,0.396,0.496,0.396,0.496
dataset/fly_ball/Zhengxuan_Liu/F_026,F_026,fly_ball,Zhengxuan_Liu,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.3000,N,1.250,1.350,1.250,1.350
dataset/fly_ball/Zhengxuan_Liu/F_027,F_027,fly_ball,Zhengxuan_Liu,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.1500,N,1.100,1.200,1.100,1.200
dataset/fly_ball/Zhengxuan_Liu/F_028,F_028,fly_ball,Zhengxuan_Liu,local_first_pass_direct,batch_001; frozen_human_confirmed_71,0.8560,N,0.806,0.906,0.806,0.906
dataset/fly_ball/Zhengxuan_Liu/F_029,F_029,fly_ball,Zhengxuan_Liu,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.2050,N,1.155,1.255,1.155,1.255
dataset/fly_ball/Zhengxuan_Liu/F_030,F_030,fly_ball,Zhengxuan_Liu,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.1150,N,1.065,1.165,1.065,1.165
dataset/fly_ball/Zhengxuan_Liu/F_031,F_031,fly_ball,Zhengxuan_Liu,local_first_pass_direct,batch_001; frozen_human_confirmed_71,2.1730,N,2.123,2.223,2.123,2.223
dataset/fly_ball/Zhengxuan_Liu/F_033,F_033,fly_ball,Zhengxuan_Liu,local_first_pass_direct,batch_001; frozen_human_confirmed_71,1.1450,N,1.095,1.195,1.095,1.195
dataset/ground_ball/Codex_Workstation/G_0001,G_0001,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.400,1.600,1.400,1.600
dataset/ground_ball/Codex_Workstation/G_0002,G_0002,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.220,1.320,1.220,1.320
dataset/ground_ball/Codex_Workstation/G_0003,G_0003,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.400,3.500,3.400,3.500
dataset/ground_ball/Codex_Workstation/G_0005,G_0005,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.770,1.870,1.770,1.870
dataset/ground_ball/Codex_Workstation/G_0006,G_0006,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,2.460,2.560,2.460,2.560
dataset/ground_ball/Codex_Workstation/G_0008,G_0008,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.800,1.900,1.800,1.900
dataset/ground_ball/Codex_Workstation/G_0009,G_0009,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,0.970,1.070,0.970,1.070
dataset/ground_ball/Codex_Workstation/G_0010,G_0010,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,0.920,1.070,0.920,1.070
dataset/ground_ball/Codex_Workstation/G_0012,G_0012,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.980,2.080,1.980,2.080
dataset/ground_ball/Codex_Workstation/G_0013,G_0013,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,0.910,1.010,0.910,1.010
dataset/ground_ball/Codex_Workstation/G_0014,G_0014,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.930,2.030,1.930,2.030
dataset/ground_ball/Codex_Workstation/G_0016,G_0016,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.200,1.300,1.200,1.300
dataset/ground_ball/Codex_Workstation/G_0017,G_0017,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,2.080,2.180,2.080,2.180
dataset/ground_ball/Codex_Workstation/G_0019,G_0019,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,0.970,1.010,0.970,1.010
dataset/ground_ball/Codex_Workstation/G_0020,G_0020,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.390,3.530,3.390,3.530
dataset/ground_ball/Codex_Workstation/G_0021,G_0021,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,2.880,2.980,2.880,2.980
dataset/ground_ball/Codex_Workstation/G_0022,G_0022,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.230,1.380,1.230,1.380
dataset/ground_ball/Codex_Workstation/G_0023,G_0023,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,0.750,0.850,0.750,0.850
dataset/ground_ball/Codex_Workstation/G_0025,G_0025,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.520,3.580,3.520,3.580
dataset/ground_ball/Codex_Workstation/G_0026,G_0026,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,2.550,2.650,2.550,2.650
dataset/ground_ball/Codex_Workstation/G_0027,G_0027,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.470,1.620,1.470,1.620
dataset/ground_ball/Codex_Workstation/G_0028,G_0028,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.450,1.550,1.450,1.550
dataset/ground_ball/Codex_Workstation/G_0029,G_0029,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.620,1.720,1.620,1.720
dataset/ground_ball/Codex_Workstation/G_0030,G_0030,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.730,1.830,1.730,1.830
dataset/ground_ball/Codex_Workstation/G_0031,G_0031,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.320,3.420,3.320,3.420
dataset/ground_ball/Codex_Workstation/G_0032,G_0032,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.770,1.870,1.770,1.870
dataset/ground_ball/Codex_Workstation/G_0034,G_0034,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,0.970,1.030,0.970,1.030
dataset/ground_ball/Codex_Workstation/G_0035,G_0035,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,0.800,0.900,0.800,0.900
dataset/ground_ball/Codex_Workstation/G_0036,G_0036,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,2.080,2.180,2.080,2.180
dataset/ground_ball/Codex_Workstation/G_0039,G_0039,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,2.410,2.510,2.410,2.510
dataset/ground_ball/Codex_Workstation/G_0040,G_0040,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.470,3.620,3.470,3.620
dataset/ground_ball/Codex_Workstation/G_0041,G_0041,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,0.970,1.070,0.970,1.070
dataset/ground_ball/Codex_Workstation/G_0042,G_0042,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.380,3.420,3.380,3.420
dataset/ground_ball/Codex_Workstation/G_0044,G_0044,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.700,1.850,1.700,1.850
dataset/ground_ball/Codex_Workstation/G_0047,G_0047,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.430,3.580,3.430,3.580
dataset/ground_ball/Codex_Workstation/G_0048,G_0048,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.760,1.860,1.760,1.860
dataset/ground_ball/Codex_Workstation/G_0051,G_0051,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.180,1.220,1.180,1.220
dataset/ground_ball/Codex_Workstation/G_0052,G_0052,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.540,3.640,3.540,3.640
dataset/ground_ball/Codex_Workstation/G_0053,G_0053,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,0.740,0.840,0.740,0.840
dataset/ground_ball/Codex_Workstation/G_0054,G_0054,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.910,2.010,1.910,2.010
dataset/ground_ball/Codex_Workstation/G_0056,G_0056,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,0.980,1.080,0.980,1.080
dataset/ground_ball/Codex_Workstation/G_0057,G_0057,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,2.230,2.330,2.230,2.330
dataset/ground_ball/Codex_Workstation/G_0060,G_0060,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.380,1.420,1.380,1.420
dataset/ground_ball/Codex_Workstation/G_0061,G_0061,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.220,1.320,1.220,1.320
dataset/ground_ball/Codex_Workstation/G_0062,G_0062,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,2.010,2.110,2.010,2.110
dataset/ground_ball/Codex_Workstation/G_0063,G_0063,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.470,3.570,3.470,3.570
dataset/ground_ball/Codex_Workstation/G_0064,G_0064,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,0.720,0.760,0.720,0.760
dataset/ground_ball/Codex_Workstation/G_0066,G_0066,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.430,3.530,3.430,3.530
dataset/ground_ball/Codex_Workstation/G_0069,G_0069,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.320,3.420,3.320,3.420
dataset/ground_ball/Codex_Workstation/G_0070,G_0070,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,2.145,2.245,2.145,2.245
dataset/ground_ball/Codex_Workstation/G_0072,G_0072,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.330,3.480,3.330,3.480
dataset/ground_ball/Codex_Workstation/G_0073,G_0073,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.450,3.550,3.450,3.550
dataset/ground_ball/Codex_Workstation/G_0074,G_0074,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.420,3.520,3.420,3.520
dataset/ground_ball/Codex_Workstation/G_0076,G_0076,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,2.410,2.510,2.410,2.510
dataset/ground_ball/Codex_Workstation/G_0077,G_0077,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.210,1.280,1.210,1.280
dataset/ground_ball/Codex_Workstation/G_0078,G_0078,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.580,3.680,3.580,3.680
dataset/ground_ball/Codex_Workstation/G_0079,G_0079,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.470,3.620,3.470,3.620
dataset/ground_ball/Codex_Workstation/G_0082,G_0082,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.400,3.500,3.400,3.500
dataset/ground_ball/Codex_Workstation/G_0083,G_0083,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.510,3.660,3.510,3.660
dataset/ground_ball/Codex_Workstation/G_0089,G_0089,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.330,3.380,3.330,3.380
dataset/ground_ball/Codex_Workstation/G_0090,G_0090,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.450,3.600,3.450,3.600
dataset/ground_ball/Codex_Workstation/G_0093,G_0093,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.440,3.540,3.440,3.540
dataset/ground_ball/Codex_Workstation/G_0094,G_0094,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.410,3.510,3.410,3.510
dataset/ground_ball/Codex_Workstation/G_0095,G_0095,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,2.710,2.810,2.710,2.810
dataset/ground_ball/Codex_Workstation/G_0097,G_0097,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,4.590,4.690,4.590,4.690
dataset/ground_ball/Codex_Workstation/G_0098,G_0098,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.490,3.590,3.490,3.590
dataset/ground_ball/Codex_Workstation/G_0101,G_0101,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.560,3.660,3.560,3.660
dataset/ground_ball/Codex_Workstation/G_0104,G_0104,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,2.500,2.600,2.500,2.600
dataset/ground_ball/Codex_Workstation/G_0105,G_0105,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.470,1.570,1.470,1.570
dataset/ground_ball/Codex_Workstation/G_0107,G_0107,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.730,1.830,1.730,1.830
dataset/ground_ball/Codex_Workstation/G_0108,G_0108,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,0.970,1.030,0.970,1.030
dataset/ground_ball/Codex_Workstation/G_0109,G_0109,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.310,1.410,1.310,1.410
dataset/ground_ball/Codex_Workstation/G_0110,G_0110,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.620,3.720,3.620,3.720
dataset/ground_ball/Codex_Workstation/G_0111,G_0111,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.420,3.480,3.420,3.480
dataset/ground_ball/Codex_Workstation/G_0113,G_0113,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,2.620,2.720,2.620,2.720
dataset/ground_ball/Codex_Workstation/G_0114,G_0114,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.750,3.850,3.750,3.850
dataset/ground_ball/Codex_Workstation/G_0115,G_0115,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.150,1.220,1.150,1.220
